"rank","slug","source","n_jobs","top_titles","sample_description"
"2710","onoshealth","ashby","7","Staff Software Engineer (AI) | Lead Engineer (Backend) | Staff Software Engineer (Full Stack) | Forward-Deployed Product Manager | Lead Engineer (Data/Integrations)","About Onos Health Onos Health's mission is simple but ambitious: ensure every healthcare dollar goes toward delivering the highest quality care. Today, nearly 30% of U.S. healthcare spending is wasted due to ineffective care and administrative burden, driven by misalignment between providers and payers. This waste is a primary reason healthcare remains unaffordable for so many. Onos is addressing "
"2711","onshore","greenhouse","7","Business Development Associate | Business Development Director | Client Success Associate | Growth Marketing Lead | Product Designer","Product Designer &nbsp; Location:&nbsp; This position is&nbsp; based in New York City , and&nbsp; in-office attendance is&nbsp;required&nbsp;Monday-Thursday &nbsp;with the ability to be remote on Friday.&nbsp; &nbsp; Who we are looking for:&nbsp; &nbsp; 3+ years of Product Designer experience within the B2B software space Strong systems thinking ability, focusing on consistency and scalability in "
"2712","openweb","greenhouse","7","Account Executive, AdSales | Account Manager | Director of Account Management and Ad Operations | Director, Product Management, Ad Platform | IT Manager","We create a safe space for communities to thrive. OpenWeb’s mission is to improve the quality of conversations online, building a healthier web where content creators of all kinds are empowered to thrive. As a product company, OpenWeb partners with publishers and brands to build strong, direct relationships with their audiences.&nbsp; OpenWeb’s technology empowers its partners to build vibrant com"
"2713","openwork","greenhouse","7","Business Development Manager (Entry Level Sales) | Corporate Office Assistant | Executive Recruiter (Full Desk) | Human Resources Business Partner | Recruiter (Bilingual)","About Openwork Openwork is a high-growth, people-first staffing company reimagining what modern hiring can be. Privately owned and proudly independent, we move fast, think big, and give every team member a real seat at the table. With over 50 years of experience, we’re combining industry expertise with a fresh, innovative approach — bringing ease, accessibility, and thoughtfulness to every step of"
"2714","opulent-solutions-sdn-bhd","jobstreet","7","Process Engineer | Buyer (Purchasing) | Engineer (SMT) | Technician (AOI) | Debug Technician (PCBA)","[Category: Engineering / Mechanical Engineering] Description Responsibilities: • Lead a group of technicians to meet production target according production schedule. • Handle NPI project. • Lead technician to carry out machine maintenance which required. • To do machine line set up, repairing, machine initial parameter data setting, and trouble shouting (on machine). • To minimize operation lost t"
"2715","opus-training","ashby","7","Senior Software Engineer | Customer Success Manager | Events & Partner Marketing Manager | Implementation & Support Specialist | Enterprise Account Executive","About Opus At Opus Training , we help frontline teams learn faster, perform better, and stay aligned across multi-location businesses. We work with some of the fastest-growing restaurant, fitness, wellness, and consumer service brands to modernize training, onboarding, communication, and operational execution. We are building a high-performance GTM organization that leverages AI across every part "
"2716","orbit-recruitment-group","linkedin","7","Cyber Security Engineer | Cyber Security Engineer - Cleveland | Security Engineer | Salesforce Project Manager - Remote | Salesforce Technical Architect - Remote","Data Engineer - Remote - Competitive Salary + Bonus + Benefits DescriptionWe are looking for a skilled Data Engineer to join our established client on a remote basis. As a Data Engineer, you will be responsible for developing and maintaining the data infrastructure of our organization. You will work closely with our data scientists, software engineers, and other stakeholders to ensure the smooth f"
"2717","orium","greenhouse","7","Engagement Manager | Head of Accounts | Product Manager, Commerce Consulting | Scrum Master Jr | Senior AI Systems Engineer (Contract)","Sobre Orium Orium desarrolla soluciones de comercio modernas e inteligentes que ayudan a las marcas empresariales a avanzar más rápido y mantenerse a la vanguardia. Al integrar inteligencia artificial, datos y sistemas componibles, creamos experiencias diseñadas para la colaboración entre personas y agentes inteligentes, ayudando a nuestros clientes a trabajar de manera más eficiente, adaptarse rá"
"2718","oroapac-m-sdn-bhd","jobstreet","7","Management Trainee (Sales and Marketing) | Training Manager | Market Research Analyst | Operation Manager (Retail) | Marketing Assistant","[Category: Retail & Consumer Products / Management - Store] Job Description: Responsible for customizing operational regulations and setting detailed operational standards for retail stores in the Asia-Pacific region. Assist various markets in the region to adjust and implement localized standards based on regional guidelines. Monitor store performance and conduct result analysis in various Asia-P"
"2719","oversea-lighting-electric-m-sdn-bhd","jobstreet","7","Purchasing Assistant (Mandarin Speaking) | Design Engineer cum Draftsman | Pole Design Technical Engineer / Manager | WIREMAN - PW6 (WFH) | Accounts Assistant","[Category: Administration & Office Support / Receptionists] • Answering incoming calls on multi-line telephone • Meet & greet visitor • In & out courier (receive mail / courier) • Clerical work • Record in / out catalogue • Count Stock ( catalogue ) • Email courier for price (purchasing) • Take Care of Showroom / Conference Rooms • Completion of temporary work assigned by the leadership • Prepare "
"2720","pacific-seafood","linkedin","7","Production Worker | Warehouse Worker - Day Shift | Class A - Delivery Driver | Production Lead | Executive Assistant to the CEO","At Pacific Seafood, we do more than just provide the world with the healthiest proteins on the planet. We are an excellence-driven organization committed to being the brand of choice in the marketplace and the employer of choice in the community. We believe in servant leadership, investing in our team members, and rewarding performance. We live by the core values of our Diamond Philosophy: Quality"
